Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
2,Aaron Jones (GB),17,67,3.9,9,0,1,6,6,48,8,3,0,1,38.5,38.5,99.2%,2021,2
5,Aaron Jones (GB),15,59,3.9,16,0,1,7,11,51,7.3,0,0,1,20.5,20.5,99.2%,2021,8
9,Aaron Jones (GB),5,35,7,15,0,1,3,3,30,10,1,0,1,20,20,99.2%,2021,14
10,Aaron Jones (GB),13,76,5.8,28,1,0,4,4,34,8.5,1,0,1,19,19,99.2%,2021,6
14,Aaron Jones (GB),19,82,4.3,12,0,1,2,2,14,7,0,0,1,16.6,16.6,99.2%,2021,3
12,Aaron Jones (GB),13,58,4.5,11,0,0,2,2,12,6,1,0,1,14,14,99.2%,2021,15
22,Aaron Jones (GB),8,76,9.5,28,2,0,5,6,30,6,0,0,1,13.1,13.1,99.2%,2021,17
24,Aaron Jones (GB),14,103,7.4,57,4,0,4,5,6,1.5,0,0,1,12.9,12.9,99.2%,2021,5
21,Aaron Jones (GB),12,66,5.5,27,1,0,5,6,21,4.2,0,0,1,11.2,11.2,99.2%,2021,16
23,Aaron Jones (GB),7,25,3.6,6,0,0,4,6,61,15.3,0,0,1,10.6,10.6,99.2%,2021,10
31,Aaron Jones (GB),15,48,3.2,15,0,0,3,4,51,17,0,1,1,9.4,9.4,99.2%,2021,4
35,Aaron Jones (GB),6,19,3.2,9,0,0,5,5,20,4,0,0,1,6.4,6.4,99.2%,2021,7
42,Aaron Jones (GB),12,53,4.4,9,0,0,0,2,0,0,0,0,1,5.3,5.3,99.2%,2021,9
52,Aaron Jones (GB),5,9,1.8,3,0,0,2,2,13,6.5,0,0,1,3.2,3.2,99.2%,2021,1
61,Aaron Jones (GB),10,23,2.3,8,0,0,0,1,0,0,0,0,1,2.3,2.3,99.2%,2021,12
68,Adam Prentice (NO),0,0,0,0,0,0,1,1,10,10,0,0,1,1.5,1.5,0.0%,2021,12
73,Adam Prentice (NO),1,2,2,2,0,0,1,1,4,4,0,0,1,1.1,1.1,0.0%,2021,17
75,Adam Prentice (NO),1,1,1,1,0,0,1,1,2,2,0,0,1,0.8,0.8,0.0%,2021,18
84,Adam Prentice (NO),1,2,2,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%,2021,16
73,Adam Prentice (NO),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,14
32,Adrian Peterson (FA),10,21,2.1,6,0,1,1,1,5,5,0,0,1,9.1,9.1,2.1%,2021,9
29,Adrian Peterson (FA),11,16,1.5,7,0,1,0,0,0,0,0,0,1,7.6,7.6,2.1%,2021,13
36,Adrian Peterson (FA),9,40,4.4,16,0,0,2,2,4,2,0,0,1,5.4,5.4,2.1%,2021,11
54,Adrian Peterson (FA),8,21,2.6,6,0,0,1,1,-1,-1,0,0,1,2.5,2.5,2.1%,2021,10
1,AJ Dillon (GB),21,66,3.1,11,0,2,2,2,62,31,0,0,1,25.8,25.8,84.3%,2021,10
7,AJ Dillon (GB),14,63,4.5,9,0,2,2,3,20,10,0,0,1,21.3,21.3,84.3%,2021,17
13,AJ Dillon (GB),20,69,3.5,8,0,0,5,5,21,4.2,1,0,1,17.5,17.5,84.3%,2021,12
18,AJ Dillon (GB),8,30,3.8,17,0,0,4,4,49,12.3,1,0,1,15.9,15.9,84.3%,2021,5
13,AJ Dillon (GB),11,53,4.8,11,0,0,6,6,44,7.3,0,0,1,12.7,12.7,84.3%,2021,11
23,AJ Dillon (GB),8,46,5.8,15,0,0,4,4,44,11,0,0,1,11,11,84.3%,2021,9
28,AJ Dillon (GB),15,81,5.4,25,1,0,1,1,16,16,0,0,1,10.2,10.2,84.3%,2021,4
23,AJ Dillon (GB),7,22,3.1,6,0,1,1,1,13,13,0,0,1,10,10,84.3%,2021,15
34,AJ Dillon (GB),16,78,4.9,12,0,0,0,0,0,0,0,0,1,7.8,7.8,84.3%,2021,8
38,AJ Dillon (GB),14,63,4.5,9,0,0,1,1,4,4,0,0,1,7.2,7.2,84.3%,2021,18
34,AJ Dillon (GB),15,71,4.7,11,0,0,0,0,0,0,0,0,1,7.1,7.1,84.3%,2021,14
34,AJ Dillon (GB),9,41,4.6,8,0,0,3,3,15,5,0,0,1,7.1,7.1,84.3%,2021,16
39,AJ Dillon (GB),11,59,5.4,36,2,0,0,0,0,0,0,0,1,5.9,5.9,84.3%,2021,6
50,AJ Dillon (GB),6,18,3,6,0,0,2,2,8,4,0,0,1,3.6,3.6,84.3%,2021,3
54,AJ Dillon (GB),4,19,4.8,6,0,0,1,2,7,7,0,0,1,3.1,3.1,84.3%,2021,1
55,AJ Dillon (GB),5,18,3.6,8,0,0,1,1,8,8,0,0,1,3.1,3.1,84.3%,2021,2
84,AJ Dillon (GB),3,6,2,3,0,0,1,2,2,2,0,1,1,-0.7,-0.7,84.3%,2021,7
39,Alec Ingold (MIA),1,0,0,0,0,0,1,1,1,1,1,0,1,6.6,6.6,0.1%,2021,3
47,Alec Ingold (MIA),0,0,0,0,0,0,3,3,28,9.3,0,0,1,4.3,4.3,0.1%,2021,9
49,Alec Ingold (MIA),0,0,0,0,0,0,4,4,22,5.5,0,0,1,4.2,4.2,0.1%,2021,1
45,Alec Ingold (MIA),1,1,1,1,0,0,1,1,29,29,0,0,1,3.5,3.5,0.1%,2021,7
65,Alec Ingold (MIA),0,0,0,0,0,0,1,1,5,5,0,0,1,1,1,0.1%,2021,10
87,Alec Ingold (MIA),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.1%,2021,2
73,Alec Ingold (MIA),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.1%,2021,6
42,Alex Armah Jr. (WAS),0,0,0,0,0,0,1,1,1,1,1,0,1,6.6,6.6,0.0%,2021,8
66,Alex Armah Jr. (WAS),2,12,6,9,0,0,0,0,0,0,0,0,1,1.2,1.2,0.0%,2021,9
78,Alex Armah Jr. (WAS),1,5,5,5,0,0,0,0,0,0,0,0,1,0.5,0.5,0.0%,2021,3
80,Alex Armah Jr. (WAS),1,2,2,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%,2021,4
74,Alex Armah Jr. (WAS),1,2,2,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%,2021,7
101,Alex Armah Jr. (WAS),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,2
97,Alex Armah Jr. (WAS),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,11
86,Alex Armah Jr. (WAS),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,13
93,Alex Armah Jr. (WAS),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,15
100,Alex Armah Jr. (WAS),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,18
14,Alex Collins (FA),20,101,5.1,21,1,1,1,1,-3,-3,0,0,1,16.3,16.3,19.0%,2021,6
16,Alex Collins (FA),10,44,4.4,14,0,1,2,2,34,17,0,0,1,14.8,14.8,19.0%,2021,4
35,Alex Collins (FA),15,47,3.1,13,0,0,2,3,25,12.5,0,0,1,8.2,8.2,19.0%,2021,5
41,Alex Collins (FA),10,41,4.1,10,0,0,1,1,8,8,0,0,1,5.4,5.4,19.0%,2021,10
39,Alex Collins (FA),16,35,2.2,6,0,0,1,1,9,9,0,0,1,4.9,4.9,19.0%,2021,7
50,Alex Collins (FA),10,44,4.4,12,0,0,0,0,0,0,0,0,1,4.4,4.4,19.0%,2021,8
42,Alex Collins (FA),10,36,3.6,11,0,0,0,0,0,0,0,0,1,3.6,3.6,19.0%,2021,11
62,Alex Collins (FA),1,25,25,25,1,0,0,0,0,0,0,0,1,2.5,2.5,19.0%,2021,2
52,Alex Collins (FA),7,16,2.3,7,0,0,1,1,1,1,0,0,1,2.2,2.2,19.0%,2021,14
71,Alex Collins (FA),7,14,2,7,0,0,1,1,13,13,0,1,1,1.2,1.2,19.0%,2021,12
71,Alex Collins (FA),2,8,4,6,0,0,0,0,0,0,0,0,1,0.8,0.8,19.0%,2021,3
9,Alexander Mattison (MIN),25,113,4.5,48,3,0,7,7,40,5.7,1,1,1,22.8,22.8,25.1%,2021,5
7,Alexander Mattison (MIN),26,112,4.3,24,1,0,6,8,59,9.8,0,0,1,20.1,20.1,25.1%,2021,3
5,Alexander Mattison (MIN),22,90,4.1,11,0,1,3,3,34,11.3,0,0,1,19.9,19.9,25.1%,2021,13
13,Alexander Mattison (MIN),13,41,3.2,18,0,1,3,4,29,9.7,0,0,1,14.5,14.5,25.1%,2021,16
