Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season
39,C.J. Uzomah (NYJ),21,27,232,11,40,8,2,0,0,0,0,14,45.7,3.3,0.4%,2022
71,C.J. Uzomah (NYJ),8,11,87,10.9,23,1,1,0,0,0,0,2,18.7,9.4,0.4%,2020
25,Cade Otton (TB),41,64,386,9.4,35,5,2,0,0,0,0,15,71.1,4.7,7.7%,2022
123,Caleb Wilson (FA),0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0%,2020
24,Cameron Brate (TB),36,55,311,8.6,37,2,4,0,0,0,0,16,73.1,4.6,1.5%,2019
28,Cameron Brate (TB),30,57,245,8.2,18,0,4,0,0,0,0,16,63.5,4,1.5%,2021
37,Cameron Brate (TB),28,34,282,10.1,25,2,2,0,0,0,0,16,54.2,3.4,1.5%,2020
58,Cameron Brate (TB),20,38,174,8.7,21,1,0,0,0,0,0,9,27.4,3,1.5%,2022
125,Carson Meier (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
91,Cethan Carter (MIA),2,3,13,6.5,8,0,1,0,0,0,0,15,8.3,0.6,0.0%,2019
85,Cethan Carter (MIA),5,7,53,10.6,24,2,0,0,0,0,0,15,7.8,0.5,0.0%,2020
104,Cethan Carter (MIA),2,2,16,8,8,0,0,0,0,0,0,8,2.6,0.3,0.0%,2021
45,Charles Clay (FA),18,24,237,13.2,47,6,1,0,0,0,0,15,38.7,2.6,0.0%,2019
114,Charles Jones (FA),1,1,5,5,5,0,0,0,0,0,0,4,1,0.3,0.0%,2019
86,Charlie Woerner (SF),5,6,52,10.4,27,1,0,0,0,0,0,8,7.7,1,0.0%,2021
95,Charlie Woerner (SF),3,4,36,12,18,0,0,0,0,0,0,14,5.1,0.4,0.0%,2020
116,Charlie Woerner (SF),0,2,0,0,0,0,0,0,0,0,0,5,0,0,0.0%,2022
28,Chigoziem Okonkwo (TEN),29,42,408,14.1,48,13,2,3,2,0,0,15,69.5,4.6,17.6%,2022
35,Chris Herndon IV (FA),31,46,287,9.3,26,3,3,0,0,0,2,16,58.2,3.6,0.0%,2020
80,Chris Herndon IV (FA),4,7,40,10,17,0,1,0,0,0,0,6,12,2,0.0%,2021
112,Chris Herndon IV (FA),1,2,7,7,7,0,0,0,0,0,0,2,1.2,0.6,0.0%,2019
68,Chris Manhertz (JAC),6,9,71,11.8,22,1,1,0,0,0,0,10,16.1,1.6,0.0%,2021
83,Chris Manhertz (JAC),6,8,52,8.7,17,0,0,0,0,0,0,16,8.2,0.5,0.0%,2020
91,Chris Manhertz (JAC),6,8,42,7,21,1,0,0,0,0,0,8,7.2,0.9,0.0%,2022
108,Chris Manhertz (JAC),1,1,11,11,11,0,0,0,0,0,0,15,1.6,0.1,0.0%,2019
80,Chris Myarick (NYG),7,8,65,9.3,23,1,1,0,0,0,0,10,16,1.6,0.0%,2022
84,Chris Myarick (NYG),3,6,17,5.7,10,0,1,0,0,0,0,5,9.2,1.8,0.0%,2021
120,Chris Myarick (NYG),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2020
121,Chris Pierce Jr. (ARI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
134,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0%,2019
142,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0%,2020
140,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
92,Clive Walford (FA),4,8,57,14.3,19,0,0,0,4,0,0,8,8.1,1,0.0%,2019
101,Codey McElroy (FA),1,1,30,30,30,2,0,0,0,0,0,1,3.5,3.5,0.0%,2019
130,Codey McElroy (FA),0,1,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2021
38,Colby Parkinson (SEA),23,31,275,12,39,6,2,0,0,0,0,13,51,3.9,0.1%,2022
91,Colby Parkinson (SEA),5,8,33,6.6,12,0,0,0,0,0,0,6,5.8,1,0.1%,2021
104,Colby Parkinson (SEA),2,2,16,8,10,0,0,0,0,0,0,6,2.6,0.4,0.1%,2020
11,Cole Kmet (CHI),46,64,487,10.6,50,9,6,2,9,0,0,16,108.6,6.8,69.8%,2022
21,Cole Kmet (CHI),60,93,612,10.2,25,7,0,1,0,0,0,17,91.2,5.4,69.8%,2021
43,Cole Kmet (CHI),28,44,243,8.7,38,2,2,1,-3,0,1,16,48,3,69.8%,2020
103,Cole Turner (WAS),2,9,23,11.5,18,0,0,0,0,0,0,7,3.3,0.5,0.0%,2022
141,Cole Wick (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
88,Colin Thompson (CAR),1,2,7,7,7,0,1,0,0,0,0,15,7.2,0.5,0.0%,2020
146,Colin Thompson (CAR),0,1,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2021
63,Connor Heyward (PIT),9,13,106,11.8,45,3,1,1,21,0,0,14,23.2,1.7,0.1%,2022
10,Dallas Goedert (PHI),56,76,830,14.8,45,18,4,0,0,0,0,15,137,9.1,91.9%,2021
10,Dallas Goedert (PHI),58,87,607,10.5,28,8,5,0,0,0,2,15,115.7,7.7,91.9%,2019
12,Dallas Goedert (PHI),49,62,656,13.4,31,12,3,0,0,0,1,11,106.1,9.6,91.9%,2022
20,Dallas Goedert (PHI),46,65,524,11.4,41,11,3,0,0,0,0,11,93.4,8.5,91.9%,2020
102,Dalton Keene (DEN),3,5,16,5.3,8,0,0,0,0,0,0,6,3.1,0.5,0.0%,2020
3,Dalton Schultz (DAL),78,104,808,10.4,32,8,8,0,0,0,0,17,169.8,10,94.4%,2021
14,Dalton Schultz (DAL),63,89,615,9.8,28,3,4,0,0,0,1,16,115,7.2,94.4%,2020
10,Dalton Schultz (DAL),53,80,544,10.3,30,6,5,0,0,0,1,14,108.9,7.8,94.4%,2022
113,Dalton Schultz (DAL),1,2,6,6,6,0,0,0,0,0,0,16,1.1,0.1,94.4%,2019
23,Dan Arnold (JAC),31,45,438,14.1,59,13,4,0,0,0,1,16,81.3,5.1,0.1%,2020
30,Dan Arnold (JAC),35,52,408,11.7,28,2,0,0,0,0,1,11,58.3,5.3,0.1%,2021
52,Dan Arnold (JAC),8,14,127,15.9,37,4,2,0,0,0,0,6,28.7,4.8,0.1%,2019
71,Dan Arnold (JAC),9,13,135,15,26,3,0,0,0,0,0,11,18,1.6,0.1%,2022
33,Daniel Bellinger (NYG),30,35,268,8.9,24,2,2,1,2,1,1,11,60,5.5,6.0%,2022
72,Daniel Brown (FA),7,11,72,10.3,24,2,1,0,0,0,0,16,16.7,1,0.0%,2019
98,Daniel Brown (FA),2,2,31,15.5,18,0,0,0,0,0,0,16,4.1,0.3,0.0%,2020
102,Daniel Brown (FA),2,2,29,14.5,24,1,0,0,0,0,0,3,3.9,1.3,0.0%,2021
118,Daniel Helm (FA),1,2,-1,-1,0,0,0,0,0,0,0,3,0.4,0.1,0.0%,2021
128,Daniel Helm (FA),0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0%,2020
69,Darrell Daniels (FA),8,11,92,11.5,31,3,1,0,0,0,0,12,19.2,1.6,0.0%,2020
116,Darrell Daniels (FA),1,3,4,4,4,0,0,0,0,0,0,11,0.9,0.1,0.0%,2019
117,Darrell Daniels (FA),1,4,0,0,0,0,0,0,0,0,0,10,0.5,0.1,0.0%,2021
15,Darren Fells (FA),34,48,341,10,24,2,7,0,0,0,0,16,93.1,5.8,0.0%,2019
26,Darren Fells (FA),21,28,312,14.9,44,6,4,0,0,0,0,16,65.7,4.1,0.0%,2020
89,Darren Fells (FA),4,5,43,10.8,24,1,0,0,0,0,0,3,6.3,2.1,0.0%,2021
2,Darren Waller (LV),107,145,"1,196",11.2,38,19,9,0,0,0,2,16,225.1,14.1,83.6%,2020
3,Darren Waller (LV),90,117,"1,145",12.7,75,23,3,2,5,0,1,16,176,11,83.6%,2019
18,Darren Waller (LV),55,93,665,12.1,33,15,2,0,0,0,0,11,106,9.6,83.6%,2021
30,Darren Waller (LV),26,37,353,13.6,34,10,3,0,0,0,0,8,66.3,8.3,83.6%,2022
152,David Grinnage (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
153,David Morgan II (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
15,David Njoku (CLE),54,75,586,10.9,38,10,3,2,-8,0,1,13,100.8,7.8,82.4%,2022
22,David Njoku (CLE),36,53,475,13.2,71,15,4,1,1,0,0,15,89.6,6,82.4%,2021
45,David Njoku (CLE),19,29,213,11.2,28,4,2,0,0,0,0,13,42.8,3.3,82.4%,2020
82,David Njoku (CLE),5,10,41,8.2,18,0,1,0,0,0,0,4,12.6,3.2,82.4%,2019
8,Dawson Knox (BUF),49,71,587,12,53,14,9,0,4,0,0,15,139.6,9.3,79.9%,2021
13,Dawson Knox (BUF),46,63,504,11,45,10,5,0,0,0,0,14,103.4,7.4,79.9%,2022
30,Dawson Knox (BUF),28,50,388,13.9,49,11,2,1,9,0,0,15,65.7,4.4,79.9%,2019
36,Dawson Knox (BUF),24,44,288,12,36,4,3,0,0,0,2,12,54.8,4.6,79.9%,2020
42,Delanie Walker (FA),21,31,215,10.2,29,1,2,0,0,0,0,7,44,6.3,0.1%,2019
44,Demetrius Harris (FA),15,27,149,9.9,23,2,3,0,0,0,0,15,42.4,2.8,0.0%,2019
84,Demetrius Harris (FA),7,14,45,6.4,9,0,0,0,0,0,0,15,8,0.5,0.0%,2020
105,Demetrius Harris (FA),3,6,10,3.3,7,0,0,0,0,0,0,10,2.5,0.3,0.0%,2021
90,Deon Yelder (FA),7,11,36,5.1,12,0,0,0,0,0,0,14,7.1,0.5,0.0%,2020
94,Deon Yelder (FA),3,4,50,16.7,24,1,0,0,0,0,0,10,6.5,0.7,0.0%,2019
116,Deon Yelder (FA),1,1,0,0,0,0,0,0,0,0,0,2,0.5,0.3,0.0%,2021
55,Derek Carrier (FA),13,19,108,8.3,25,2,1,1,27,0,0,16,26,1.6,0.0%,2019
106,Derek Carrier (FA),2,2,13,6.5,9,0,0,0,0,0,0,2,2.3,1.2,0.0%,2021
105,Derek Carrier (FA),1,1,14,14,14,0,0,0,0,0,0,16,1.9,0.1,0.0%,2020
80,Devin Asiasi (CIN),2,7,39,19.5,26,1,1,0,0,0,0,8,10.9,1.4,0.0%,2020
109,Devin Asiasi (CIN),2,4,5,2.5,6,0,0,0,0,0,0,5,1.5,0.3,0.0%,2022
169,Devin Funchess (FA),3,5,32,10.7,16,0,0,0,0,0,0,1,0,0,0.0%,2019
132,Dion Sims (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
82,Dominique Dafney (FA),2,2,26,13,13,0,1,0,0,0,0,5,9.6,1.9,0.0%,2020
100,Dominique Dafney (FA),2,4,34,17,26,1,0,0,0,0,0,6,4.4,0.7,0.0%,2021
40,Donald Parham Jr. (LAC),20,27,190,9.5,22,1,3,0,0,0,0,14,49,3.5,0.2%,2021
50,Donald Parham Jr. (LAC),10,20,159,15.9,26,4,3,0,0,0,0,13,38.9,3,0.2%,2020
67,Donald Parham Jr. (LAC),8,10,99,12.4,24,1,1,0,0,0,0,5,19.9,4,0.2%,2022
139,Donnie Ernsberger (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
33,Drew Sample (CIN),40,53,349,8.7,23,1,1,0,0,0,1,16,58.9,3.7,0.0%,2020
76,Drew Sample (CIN),11,15,81,7.4,19,0,0,0,0,0,0,10,13.6,1.4,0.0%,2021
96,Drew Sample (CIN),5,6,30,6,21,1,0,0,0,0,0,9,5.5,0.6,0.0%,2019
113,Drew Sample (CIN),2,2,-2,-1,2,0,0,0,0,0,0,2,0.8,0.4,0.0%,2022
35,Durham Smythe (MIA),34,41,357,10.5,25,5,0,2,3,0,0,16,53,3.3,0.1%,2021
44,Durham Smythe (MIA),26,29,208,8,19,0,2,0,0,0,0,15,45.8,3.1,0.1%,2020
59,Durham Smythe (MIA),12,15,90,7.5,19,0,1,2,1,1,0,12,27.1,2.3,0.1%,2022
88,Durham Smythe (MIA),7,14,65,9.3,24,1,0,0,0,0,0,16,10,0.6,0.1%,2019
136,Ed Dickson (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
15,Eric Ebron (FA),56,91,558,10,27,6,5,0,0,0,1,15,113.8,7.6,0.0%,2020
27,Eric Ebron (FA),31,52,375,12.1,48,8,3,0,0,0,0,11,71,6.5,0.0%,2019
62,Eric Ebron (FA),12,18,84,7,19,0,1,1,1,1,0,8,26.5,3.3,0.0%,2021
57,Eric Saubert (DEN),15,24,148,9.9,25,3,1,0,0,0,0,14,28.3,2,0.1%,2022
74,Eric Saubert (DEN),8,12,47,5.9,11,0,1,0,0,0,0,10,14.7,1.5,0.1%,2021
102,Eric Saubert (DEN),2,3,21,10.5,11,0,0,0,0,0,0,2,3.1,1.6,0.1%,2019
103,Eric Saubert (DEN),3,4,16,5.3,9,0,0,0,0,0,0,8,3.1,0.4,0.1%,2020
75,Eric Tomlinson (DEN),8,12,76,9.5,18,0,1,0,0,0,0,8,17.6,2.2,0.0%,2022
114,Eric Tomlinson (DEN),1,2,7,7,7,0,0,0,0,0,0,7,1.2,0.2,0.0%,2021
119,Eric Tomlinson (DEN),1,1,1,1,1,0,0,0,0,0,0,8,0.6,0.1,0.0%,2019
160,Eric Tomlinson (DEN),0,1,0,0,0,0,0,0,0,0,0,7,0,0,0.0%,2020
162,Erik Swoope (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
109,Ethan Wolf (FA),2,2,8,4,4,0,0,0,0,0,0,1,1.8,1.8,0.0%,2021
158,Evan Baylis (FA),0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0%,2019
158,Evan Baylis (FA),0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0%,2020
6,Evan Engram (JAC),69,94,739,10.7,36,11,4,2,13,0,0,16,135.7,8.5,85.1%,2022
16,Evan Engram (JAC),63,109,654,10.4,53,12,1,6,26,1,1,16,109.5,6.8,85.1%,2020
18,Evan Engram (JAC),44,68,467,10.6,75,9,3,3,7,0,0,8,87.4,10.9,85.1%,2019
23,Evan Engram (JAC),46,73,408,8.9,30,3,3,1,-3,0,1,15,79.5,5.3,85.1%,2021
135,Farrod Green (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020
127,Farrod Green (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
128,Feleipe Franks (ATL),0,0,0,0,0,0,0,3,6,0,0,6,0,0,0.0%,2021
130,Feleipe Franks (ATL),0,2,0,0,0,0,0,1,0,0,0,5,0,0,0.0%,2022
25,Foster Moreau (LV),30,44,373,12.4,44,9,3,0,0,0,0,15,70.3,4.7,21.2%,2021
29,Foster Moreau (LV),32,53,410,12.8,33,10,2,0,2,0,1,13,67.2,5.2,21.2%,2022
38,Foster Moreau (LV),21,25,174,8.3,23,1,5,0,0,0,0,13,57.9,4.5,21.2%,2019
60,Foster Moreau (LV),7,9,140,20,47,7,2,0,0,0,0,16,29.5,1.8,21.2%,2020
130,Garrett Celek (FA),0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0%,2019
121,Garrett Dickerson (FA),0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0%,2019
90,Garrett Griffin (DET),4,4,39,9.8,14,0,0,0,0,0,0,5,5.9,1.2,0.0%,2021
145,Garrett Griffin (DET),0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0%,2020
32,Geoff Swaim (TEN),31,40,210,6.8,26,2,3,0,0,0,0,16,54.5,3.4,0.0%,2021
70,Geoff Swaim (TEN),9,12,83,9.2,16,0,1,0,0,0,0,10,18.8,1.9,0.0%,2020
78,Geoff Swaim (TEN),11,15,53,4.8,13,0,1,0,0,0,0,11,16.8,1.5,0.0%,2022
80,Geoff Swaim (TEN),13,17,65,5,9,0,0,0,0,0,0,6,13,2.2,0.0%,2019
2,George Kittle (SF),85,107,"1,053",12.4,61,25,5,5,22,0,0,14,180,12.9,99.2%,2019
4,George Kittle (SF),71,94,910,12.8,48,17,6,3,20,0,1,14,162.5,11.6,99.2%,2021
4,George Kittle (SF),56,80,736,13.1,54,20,9,0,0,0,1,14,153.6,11,99.2%,2022
19,George Kittle (SF),48,63,634,13.2,44,13,2,2,17,0,0,8,101.1,12.6,99.2%,2020
14,Gerald Everett (LAC),55,82,547,9.9,26,4,3,1,0,0,0,14,102.2,7.3,77.6%,2022
20,Gerald Everett (LAC),48,63,478,10,41,8,4,3,20,0,2,15,93.8,6.3,77.6%,2021
24,Gerald Everett (LAC),41,62,417,10.2,40,5,1,1,2,1,1,16,72.4,4.5,77.6%,2020
26,Gerald Everett (LAC),37,60,408,11,33,9,2,1,0,0,0,13,71.3,5.5,77.6%,2019
82,Giovanni Ricci (CAR),8,9,100,12.5,32,2,0,0,0,0,0,10,14,1.4,0.0%,2022
119,Giovanni Ricci (CAR),0,2,0,0,0,0,0,0,0,0,0,9,0,0,0.0%,2021
87,Grant Calcaterra (PHI),5,9,81,16.2,40,3,0,0,0,0,0,6,10.6,1.8,0.1%,2022
27,Greg Dulcich (DEN),33,55,411,12.5,39,9,2,0,0,0,0,10,69.6,7,42.8%,2022
13,Greg Olsen (FA),52,82,597,11.5,41,9,2,0,0,0,0,14,97.7,7,7.0%,2019
46,Greg Olsen (FA),24,37,239,10,22,3,1,0,0,0,0,11,41.9,3.8,7.0%,2020
139,Hakeem Butler (FA),0,1,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2020
66,Hale Hentges (FA),8,14,103,12.9,24,2,1,0,0,0,0,11,20.3,1.8,0.0%,2019
125,Hale Hentges (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020
36,Harrison Bryant (CLE),21,28,233,11.1,41,6,3,0,0,0,0,15,51.8,3.5,1.6%,2021
41,Harrison Bryant (CLE),24,38,238,9.9,35,2,3,0,0,0,2,15,49.8,3.3,1.6%,2020
41,Harrison Bryant (CLE),29,40,219,7.6,30,2,1,1,8,0,0,13,43.2,3.3,1.6%,2022
9,Hayden Hurst (CIN),56,88,571,10.2,42,8,6,0,0,0,0,16,121.1,7.6,35.8%,2020
20,Hayden Hurst (CIN),50,65,425,8.5,29,5,2,0,0,0,0,13,79.5,6.1,35.8%,2022
34,Hayden Hurst (CIN),30,39,349,11.6,61,7,2,0,0,0,0,16,61.9,3.9,35.8%,2019
38,Hayden Hurst (CIN),26,31,221,8.5,33,2,3,0,0,0,1,12,51.1,4.3,35.8%,2021
97,Hunter Bryant (FA),1,3,44,44,44,3,0,0,0,0,0,5,4.9,1,0.0%,2020
9,Hunter Henry (NE),50,75,603,12.1,35,12,9,0,0,0,0,16,139.3,8.7,34.7%,2021
9,Hunter Henry (NE),55,76,652,11.9,30,9,5,0,0,0,1,12,122.7,10.2,34.7%,2019
13,Hunter Henry (NE),60,93,613,10.2,33,6,4,0,0,0,0,14,115.3,8.2,34.7%,2020
21,Hunter Henry (NE),35,52,467,13.3,39,15,2,0,0,0,0,15,76.2,5.1,34.7%,2022
113,Hunter Long (MIA),1,3,8,8,8,0,0,0,0,0,0,3,1.3,0.4,0.0%,2021
151,Hunter Long (MIA),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2022
58,Ian Thomas (CAR),20,31,145,7.3,21,1,1,0,0,0,0,16,30.5,1.9,0.1%,2020
54,Ian Thomas (CAR),21,30,197,9.4,50,4,0,0,0,0,0,14,30.2,2.2,0.1%,2022
59,Ian Thomas (CAR),18,30,188,10.4,41,5,0,0,0,0,0,14,27.8,2,0.1%,2021
54,Ian Thomas (CAR),16,30,136,8.5,19,0,1,0,0,0,0,16,27.6,1.7,0.1%,2019
22,Irv Smith Jr. (MIN),30,43,365,12.2,36,7,5,0,0,0,0,13,83.5,6.4,12.8%,2020
35,Irv Smith Jr. (MIN),36,47,311,8.6,29,5,2,0,0,0,0,16,61.1,3.8,12.8%,2019
44,Irv Smith Jr. (MIN),22,33,168,7.6,17,0,2,0,0,0,0,7,39.8,5.7,12.8%,2022
104,Isaac Nauta (FA),2,3,13,6.5,10,0,0,0,0,0,0,6,2.3,0.4,0.0%,2019
114,Isaac Nauta (FA),1,2,3,3,3,0,0,0,0,0,0,7,0.8,0.1,0.0%,2020
34,Isaiah Likely (BAL),28,47,270,9.6,34,3,3,0,0,0,0,13,59,4.5,7.1%,2022
126,J.J. Arcega-Whiteside (FA),10,22,169,16.9,30,5,1,0,0,0,0,16,0,0,0.0%,2019
138,J.J. Arcega-Whiteside (FA),4,8,85,21.3,37,4,0,0,0,0,0,8,0,0,0.0%,2020
129,J.J. Arcega-Whiteside (FA),2,5,36,18,23,1,0,0,0,0,0,7,0,0,0.0%,2021
83,J.P. Holtz (NO),7,8,91,13,30,2,0,0,0,0,0,15,12.6,0.8,0.0%,2019
143,J.P. Holtz (NO),0,1,0,0,0,0,0,0,0,0,0,16,0,0,0.0%,2020
141,J.P. Holtz (NO),0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0%,2021
182,J.P. Holtz (NO),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
64,Jace Sternberger (FA),12,15,114,9.5,27,2,1,0,0,0,0,12,23.4,2,0.0%,2020
123,Jace Sternberger (FA),0,1,0,0,0,0,0,0,0,0,0,6,0,0,0.0%,2019
17,Jack Doyle (FA),43,72,448,10.4,23,4,4,0,0,0,0,16,90.3,5.6,2.0%,2019
27,Jack Doyle (FA),29,43,302,10.4,34,4,3,0,0,0,0,15,64.7,4.3,2.0%,2021
39,Jack Doyle (FA),23,33,251,10.9,28,2,3,0,0,0,1,14,52.6,3.8,2.0%,2020
73,Jack Stoll (PHI),11,14,123,11.2,26,2,0,0,0,0,0,10,17.8,1.8,0.3%,2022
101,Jack Stoll (PHI),4,5,22,5.5,9,0,0,0,0,0,0,6,4.2,0.7,0.3%,2021
111,Jacob Harris (LAR),1,1,6,6,6,0,0,0,0,0,0,3,1.1,0.4,0.0%,2022
136,Jacob Harris (LAR),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
