Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,A.J. Brown (PHI),6,10,156,26,43,7,3,0,0,0,0,1,36.6,36.6,99.9%,2022,8
3,A.J. Brown (PHI),8,10,119,14.9,40,4,2,0,0,0,0,1,27.9,27.9,99.9%,2022,13
4,A.J. Brown (PHI),9,16,181,20.1,68,6,0,0,0,0,0,1,22.6,22.6,99.9%,2022,15
7,A.J. Brown (PHI),10,13,155,15.5,54,4,0,0,0,0,0,1,20.5,20.5,99.9%,2022,1
6,A.J. Brown (PHI),4,9,97,24.3,78,4,1,0,0,0,0,1,17.7,17.7,99.9%,2022,17
6,A.J. Brown (PHI),4,9,97,24.3,78,4,1,0,0,0,0,1,17.7,17.7,99.9%,2022,18
13,A.J. Brown (PHI),5,10,85,17,38,2,1,0,0,0,0,1,17,17,99.9%,2022,3
12,A.J. Brown (PHI),5,8,67,13.4,22,1,1,0,0,0,0,1,15.2,15.2,99.9%,2022,6
16,A.J. Brown (PHI),4,6,70,17.5,33,2,1,0,0,0,0,1,15,15,99.9%,2022,14
13,A.J. Brown (PHI),4,6,59,14.8,31,2,1,0,0,0,0,1,13.9,13.9,99.9%,2022,9
18,A.J. Brown (PHI),6,8,103,17.2,48,3,0,0,0,0,0,1,13.3,13.3,99.9%,2022,16
21,A.J. Brown (PHI),5,7,95,19,31,3,0,0,0,0,0,1,12,12,99.9%,2022,4
32,A.J. Brown (PHI),4,6,46,11.5,23,1,1,0,0,0,1,1,10.6,10.6,99.9%,2022,12
39,A.J. Brown (PHI),5,8,69,13.8,23,1,0,0,0,0,0,1,9.4,9.4,99.9%,2022,2
48,A.J. Brown (PHI),5,7,60,12,29,1,0,0,0,0,1,1,6.5,6.5,99.9%,2022,11
68,A.J. Brown (PHI),3,7,32,10.7,15,0,0,0,0,0,0,1,4.7,4.7,99.9%,2022,5
93,A.J. Brown (PHI),1,4,7,7,7,0,0,0,0,0,0,1,1.2,1.2,99.9%,2022,10
43,A.J. Green (ARI),2,2,10,5,6,0,1,0,0,0,0,1,8,8,1.7%,2022,10
42,A.J. Green (ARI),5,9,50,10,18,0,0,0,0,0,0,1,7.5,7.5,1.7%,2022,11
68,A.J. Green (ARI),3,7,16,5.3,10,0,0,0,0,0,0,1,5.1,5.1,1.7%,2022,2
79,A.J. Green (ARI),3,5,20,6.7,9,0,0,0,0,0,0,1,3.5,3.5,1.7%,2022,5
76,A.J. Green (ARI),2,2,17,8.5,9,0,0,0,0,0,0,1,2.7,2.7,1.7%,2022,17
