Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Mark Andrews (BAL),6,8,53,8.8,19,0,2,0,0,0,0,1,23.3,23.3,99.8%,2019,10
2,Travis Kelce (KC),7,7,75,10.7,17,0,1,0,0,0,0,1,20.5,20.5,99.9%,2019,10
3,Jacob Hollister (LV),8,10,62,7.8,13,0,1,0,0,0,0,1,20.2,20.2,0.0%,2019,10
4,Kyle Rudolph (FA),4,5,14,3.5,7,0,2,0,0,0,0,1,19.4,19.4,0.1%,2019,10
5,Greg Olsen (FA),8,10,98,12.3,18,0,0,0,0,0,0,1,17.8,17.8,7.0%,2019,10
6,Gerald Everett (LAC),8,12,68,8.5,17,0,0,0,0,0,0,1,14.8,14.8,21.9%,2019,10
7,O.J. Howard (BUF),4,7,47,11.8,26,1,1,0,0,0,0,1,14.7,14.7,3.6%,2019,10
8,Jack Doyle (FA),3,4,44,14.7,23,2,1,0,0,0,0,1,13.4,13.4,2.2%,2019,10
9,Jared Cook (FA),6,10,74,12.3,22,1,0,0,0,0,0,1,13.4,13.4,0.9%,2019,10
10,Hunter Henry (NE),4,7,30,7.5,13,0,1,0,0,0,0,1,13,13,88.6%,2019,10
11,Anthony Firkser (ATL),3,4,36,12,20,1,1,0,0,0,0,1,12.6,12.6,0.7%,2019,10
12,Nick Boyle (BAL),4,4,78,19.5,35,2,0,0,0,0,0,1,11.8,11.8,0.2%,2019,10
13,Austin Hooper (TEN),4,5,17,4.3,9,0,1,0,0,0,0,1,11.7,11.7,11.1%,2019,10
14,Eric Ebron (FA),5,12,56,11.2,23,1,0,0,0,0,0,1,10.6,10.6,0.2%,2019,10
15,Tyler Eifert (FA),2,4,20,10,14,0,1,0,0,0,0,1,10,10,0.0%,2019,10
16,Dawson Knox (BUF),4,6,55,13.8,21,1,0,0,0,0,0,1,9.5,9.5,88.8%,2019,10
17,Ben Braunecker (FA),1,1,18,18,18,0,1,0,0,0,0,1,8.8,8.8,0.0%,2019,10
18,Irv Smith Jr. (MIN),5,6,34,6.8,9,0,0,0,0,0,0,1,8.4,8.4,62.0%,2019,10
19,Jimmy Graham (FA),2,3,59,29.5,48,1,0,0,0,0,0,1,7.9,7.9,0.6%,2019,10
20,T.J. Hockenson (DET),3,6,47,15.7,19,0,0,0,0,0,0,1,7.7,7.7,94.4%,2019,10
21,Rhett Ellison (FA),3,3,42,14,31,1,0,0,0,0,0,1,7.2,7.2,0.0%,2019,10
22,Darren Waller (LV),3,5,40,13.3,27,1,0,0,0,0,0,1,7,7,98.4%,2019,10
23,Jonnu Smith (NE),4,6,30,7.5,9,0,0,0,0,0,0,1,7,7,1.7%,2019,10
24,Blake Jarwin (FA),3,4,35,11.7,26,1,0,0,0,0,0,1,6.5,6.5,2.1%,2019,10
25,Ross Dwelley (SF),3,7,24,8,10,0,0,0,0,0,0,1,5.4,5.4,0.1%,2019,10
26,Tyler Higbee (LAR),3,4,22,7.3,12,0,0,0,0,0,0,1,5.2,5.2,61.6%,2019,10
27,Demetrius Harris (FA),2,2,28,14,16,0,0,0,0,0,0,1,4.8,4.8,0.0%,2019,10
28,Vance McDonald (FA),3,7,11,3.7,9,0,0,1,2,0,0,1,4.3,4.3,0.0%,2019,10
29,Hayden Hurst (CIN),2,2,20,10,14,0,0,0,0,0,0,1,4,4,6.9%,2019,10
30,Logan Thomas (WAS),2,2,19,9.5,10,0,0,0,0,0,0,1,3.9,3.9,63.2%,2019,10
31,Mike Gesicki (MIA),3,6,28,9.3,12,0,0,0,0,0,1,1,3.8,3.8,89.3%,2019,10
32,Jason Witten (FA),2,5,17,8.5,9,0,0,0,0,0,0,1,3.7,3.7,0.1%,2019,10
33,Trevon Wesco (NYJ),1,1,15,15,15,0,0,1,2,0,0,1,2.7,2.7,0.1%,2019,10
34,Maxx Williams (ARI),1,2,15,15,15,0,0,0,0,0,0,1,2.5,2.5,0.7%,2019,10
35,Johnny Mundt (MIN),1,1,9,9,9,0,0,0,0,0,0,1,1.9,1.9,0.1%,2019,10
36,Nick Vannett (NO),1,1,8,8,8,0,0,0,0,0,0,1,1.8,1.8,0.1%,2019,10
37,Clive Walford (FA),1,1,8,8,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,2019,10
38,Chris Herndon IV (FA),1,2,7,7,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,2019,10
39,Deon Yelder (ARI),1,1,7,7,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,2019,10
40,Charles Clay (FA),1,1,5,5,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,2019,10
41,Drew Sample (CIN),1,1,3,3,3,0,0,0,0,0,0,1,1.3,1.3,0.2%,2019,10
42,Kaden Smith (FA),1,1,1,1,1,0,0,0,0,0,0,1,1.1,1.1,0.1%,2019,10
43,Ryan Griffin (CHI),1,1,-2,-2,0,0,0,0,0,0,0,1,0.8,0.8,0.1%,2019,10
79,Tyler Conklin (NYJ),0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.1%,2019,10
83,Tanner Hudson (SF),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
89,Durham Smythe (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019,10
92,Dalton Schultz (DAL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,96.2%,2019,10
93,Ian Thomas (CAR),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2%,2019,10
107,Jaeden Graham (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
112,Foster Moreau (LV),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9%,2019,10
117,Jace Sternberger (PIT),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019,10
121,Stephen Carlson (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
192,Taysom Hill (NO),1,1,3,3,3,0,0,1,11,0,0,1,0,0,2.7%,2019,10
194,Virgil Green (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
195,Lee Smith (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
198,Lance Kendricks (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
199,Luke Stocker (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
201,Levine Toilolo (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
202,Luke Willson (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
205,Derek Carrier (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
207,Garrett Celek (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
213,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0%,2019,10
217,Marcedes Lewis (GB),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6%,2019,10
218,J.P. Holtz (NO),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
220,Zach Wood (NO),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
222,Daniel Brown (NYJ),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
223,Beau Brinkley (ATL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2%,2019,10
224,James Winchester (KC),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
225,Tyler Ott (SEA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
226,Patrick Scales (CHI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
228,Jeff Driskel (HOU),1,1,6,6,6,0,0,5,37,0,0,1,0,0,0.0%,2019,10
229,Mo Alie-Cox (IND),0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.8%,2019,10
230,Darrell Daniels (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
233,Pharaoh Brown (HOU),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2%,2019,10
234,Cethan Carter (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
243,Cameron Brate (TB),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.9%,2019,10
244,Trey Burton (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
247,C.J. Uzomah (NYJ),0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.1%,2019,10
250,Chris Manhertz (JAC),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019,10
251,Josh Hill (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,10
