Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Zach Ertz (ARI),9,11,103,11.4,25,1,1,0,0,0,0,1,25.3,25.3,92.6%,2019,9
2,Noah Fant (SEA),3,4,115,38.3,75,2,1,0,0,0,0,1,20.5,20.5,86.3%,2019,9
3,George Kittle (SF),6,8,79,13.2,30,2,1,0,0,0,0,1,19.9,19.9,99.3%,2019,9
4,Jacob Hollister (LV),4,6,37,9.3,22,1,2,0,0,0,0,1,19.7,19.7,0.0%,2019,9
5,Mike Gesicki (MIA),6,6,95,15.8,34,1,0,0,0,0,0,1,15.5,15.5,89.3%,2019,9
6,Hunter Henry (NE),7,10,84,12,19,0,0,0,0,0,0,1,15.4,15.4,88.6%,2019,9
7,Vance McDonald (FA),5,7,30,6,13,0,1,0,0,0,0,1,14,14,0.0%,2019,9
8,Jason Witten (FA),8,9,58,7.3,12,0,0,0,0,0,0,1,13.8,13.8,0.1%,2019,9
9,Nick Boyle (BAL),5,5,27,5.4,8,0,1,0,0,0,0,1,13.7,13.7,0.2%,2019,9
10,Travis Kelce (KC),7,9,62,8.9,17,0,0,0,0,0,0,1,13.2,13.2,99.9%,2019,9
11,Kyle Rudolph (FA),3,5,23,7.7,15,0,1,0,0,0,0,1,11.3,11.3,0.1%,2019,9
12,Blake Jarwin (FA),1,1,42,42,42,1,1,0,0,0,0,1,11.2,11.2,2.1%,2019,9
13,Jack Doyle (FA),3,4,22,7.3,11,0,1,0,0,0,0,1,11.2,11.2,2.2%,2019,9
14,Evan Engram (JAC),6,8,48,8,15,0,0,1,2,0,0,1,11,11,27.1%,2019,9
15,Ryan Griffin (CHI),6,8,50,8.3,14,0,0,0,0,0,0,1,11,11,0.1%,2019,9
16,T.J. Hockenson (DET),3,7,56,18.7,23,1,0,0,0,0,0,1,8.6,8.6,94.4%,2019,9
17,Seth DeValve (FA),4,5,41,10.3,18,0,0,0,0,0,0,1,8.1,8.1,0.0%,2019,9
18,Dallas Goedert (PHI),4,5,39,9.8,16,0,0,0,0,0,0,1,7.9,7.9,92.9%,2019,9
19,Irv Smith Jr. (MIN),4,6,33,8.3,21,1,0,0,0,0,0,1,7.3,7.3,62.0%,2019,9
