Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Hunter Henry (NE),8,9,100,12.5,21,1,2,0,0,0,0,1,30,30,88.6%,2019,6
2,Austin Hooper (TEN),8,8,117,14.6,30,2,1,0,0,0,0,1,25.7,25.7,11.1%,2019,6
3,George Kittle (SF),8,8,103,12.9,45,1,0,0,0,0,0,1,18.3,18.3,99.3%,2019,6
4,Mark Andrews (BAL),6,8,99,16.5,39,2,0,0,0,0,1,1,13.9,13.9,99.8%,2019,6
5,Ricky Seals-Jones (NYG),3,6,47,15.7,31,1,1,0,0,0,0,1,13.7,13.7,8.9%,2019,6
6,Darren Fells (FA),6,7,69,11.5,18,0,0,0,0,0,0,1,12.9,12.9,0.0%,2019,6
7,Jared Cook (FA),3,3,37,12.3,20,1,1,0,0,0,0,1,12.7,12.7,0.9%,2019,6
8,Cameron Brate (TB),2,4,47,23.5,37,1,1,0,0,0,0,1,12.7,12.7,1.9%,2019,6
9,Maxx Williams (ARI),3,3,34,11.3,20,1,1,0,0,0,0,1,12.4,12.4,0.7%,2019,6
10,Ryan Griffin (CHI),3,3,28,9.3,12,0,1,0,0,0,0,1,11.8,11.8,0.1%,2019,6
11,Jason Witten (FA),5,7,57,11.4,20,1,0,0,0,0,0,1,10.7,10.7,0.1%,2019,6
12,Dallas Goedert (PHI),5,8,48,9.6,13,0,0,0,0,0,0,1,9.8,9.8,92.9%,2019,6
13,Travis Kelce (KC),4,6,58,14.5,18,0,0,0,0,0,0,1,9.8,9.8,99.9%,2019,6
14,Greg Olsen (FA),4,7,52,13,18,0,0,0,0,0,0,1,9.2,9.2,7.0%,2019,6
15,Mike Gesicki (MIA),3,7,51,17,30,1,0,0,0,0,0,1,8.1,8.1,89.3%,2019,6
16,Zach Ertz (ARI),4,9,54,13.5,20,1,0,0,0,0,1,1,7.4,7.4,92.6%,2019,6
17,Delanie Walker (FA),3,6,43,14.3,18,0,0,0,0,0,0,1,7.3,7.3,0.1%,2019,6
18,Marcedes Lewis (GB),2,2,50,25,25,2,0,0,0,0,0,1,7,7,0.6%,2019,6
19,Jordan Akins (NYG),3,3,39,13,23,1,0,0,0,0,0,1,6.9,6.9,0.3%,2019,6
20,Kyle Rudolph (FA),3,3,36,12,18,0,0,0,0,0,0,1,6.6,6.6,0.1%,2019,6
21,T.J. Hockenson (DET),4,6,21,5.3,7,0,0,0,0,0,0,1,6.1,6.1,94.4%,2019,6
22,Rhett Ellison (FA),3,7,30,10,18,0,0,0,0,0,0,1,6,6,0.0%,2019,6
23,Tyler Higbee (LAR),3,3,25,8.3,9,0,0,0,0,0,0,1,5.5,5.5,61.6%,2019,6
24,O.J. Howard (BUF),2,4,35,17.5,30,1,0,0,0,0,0,1,5.5,5.5,3.6%,2019,6
25,Ryan Izzo (TEN),2,4,31,15.5,20,1,0,0,0,0,0,1,5.1,5.1,0.0%,2019,6
26,Irv Smith Jr. (MIN),2,2,29,14.5,29,1,0,0,0,0,0,1,4.9,4.9,62.0%,2019,6
27,C.J. Uzomah (NYJ),2,3,26,13,22,1,0,0,0,0,0,1,4.6,4.6,5.1%,2019,6
28,Jeremy Sprinkle (DAL),2,3,24,12,19,0,0,0,0,0,0,1,4.4,4.4,0.1%,2019,6
29,Nick Boyle (BAL),2,4,18,9,9,0,0,0,0,0,0,1,3.8,3.8,0.2%,2019,6
30,Jimmy Graham (FA),2,5,17,8.5,9,0,0,0,0,0,0,1,3.7,3.7,0.6%,2019,6
31,Luke Willson (FA),2,3,16,8,11,0,0,0,0,0,0,1,3.6,3.6,0.0%,2019,6
32,Noah Fant (SEA),2,3,16,8,11,0,0,0,0,0,0,1,3.6,3.6,86.3%,2019,6
33,Anthony Firkser (ATL),1,1,25,25,25,1,0,0,0,0,0,1,3.5,3.5,0.7%,2019,6
34,Tyler Eifert (FA),2,2,13,6.5,7,0,0,0,0,0,0,1,3.3,3.3,0.0%,2019,6
35,Jaeden Graham (FA),1,1,21,21,21,1,0,0,0,0,0,1,3.1,3.1,0.0%,2019,6
36,Gerald Everett (LAC),2,5,9,4.5,12,0,0,0,0,0,0,1,2.9,2.9,21.9%,2019,6
37,Charles Clay (FA),2,2,8,4,6,0,0,0,0,0,0,1,2.8,2.8,0.0%,2019,6
38,Seth DeValve (FA),1,1,16,16,16,0,0,0,0,0,0,1,2.6,2.6,0.0%,2019,6
39,Blake Jarwin (FA),2,4,6,3,5,0,0,0,0,0,0,1,2.6,2.6,2.1%,2019,6
40,Virgil Green (FA),1,2,15,15,15,0,0,0,0,0,0,1,2.5,2.5,0.0%,2019,6
41,Demetrius Harris (FA),0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.0%,2019,6
42,Pharaoh Brown (HOU),1,1,9,9,9,0,0,0,0,0,0,1,1.9,1.9,0.2%,2019,6
43,Jesse James (FA),1,1,8,8,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,2019,6
44,Josh Hill (FA),1,2,8,8,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,2019,6
