Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Darren Waller (LV),7,8,126,18,48,1,2,0,0,0,0,1,31.6,31.6,98.4%,2019,7
2,Eric Ebron (FA),4,5,70,17.5,33,1,1,0,0,0,0,1,17,17,0.2%,2019,7
3,Kyle Rudolph (FA),5,6,58,11.6,15,0,1,0,0,0,0,1,16.8,16.8,0.1%,2019,7
4,Jimmy Graham (FA),4,4,65,16.3,29,2,1,0,0,0,0,1,16.5,16.5,0.6%,2019,7
5,Hunter Henry (NE),6,8,97,16.2,23,3,0,0,0,0,0,1,15.7,15.7,88.6%,2019,7
6,Gerald Everett (LAC),4,10,50,12.5,33,1,1,0,0,0,0,1,15,15,21.9%,2019,7
7,Dallas Goedert (PHI),4,4,69,17.3,28,2,1,0,0,0,1,1,14.9,14.9,92.9%,2019,7
8,Austin Hooper (TEN),4,5,46,11.5,19,0,1,0,0,0,0,1,14.6,14.6,11.1%,2019,7
9,Josh Hill (FA),3,3,43,14.3,27,1,1,0,0,0,0,1,13.3,13.3,0.0%,2019,7
10,Rhett Ellison (FA),2,2,33,16.5,28,1,1,0,0,0,0,1,11.3,11.3,0.0%,2019,7
11,Irv Smith Jr. (MIN),5,6,60,12,28,1,0,0,0,0,0,1,11,11,62.0%,2019,7
12,Travis Kelce (KC),6,8,44,7.3,13,0,0,0,0,0,0,1,10.4,10.4,99.9%,2019,7
13,Foster Moreau (LV),2,3,24,12,14,0,1,0,0,0,0,1,10.4,10.4,0.9%,2019,7
14,Jonnu Smith (NE),3,3,64,21.3,35,2,0,0,0,0,0,1,9.4,9.4,1.7%,2019,7
15,Mike Gesicki (MIA),4,4,41,10.3,17,0,0,0,0,0,0,1,8.1,8.1,89.3%,2019,7
16,Jason Witten (FA),4,4,33,8.3,10,0,0,0,0,0,0,1,7.3,7.3,0.1%,2019,7
17,Blake Jarwin (FA),1,1,1,1,1,0,1,0,0,0,0,1,7.1,7.1,2.1%,2019,7
18,George Kittle (SF),3,5,38,12.7,16,0,0,2,0,0,0,1,6.8,6.8,99.3%,2019,7
19,Adam Shaheen (MIA),2,2,24,12,18,0,0,0,0,0,0,1,6.4,6.4,0.1%,2019,7
20,T.J. Hockenson (DET),3,5,32,10.7,14,0,0,0,0,0,0,1,6.2,6.2,94.4%,2019,7
21,Mark Andrews (BAL),2,8,39,19.5,33,1,0,0,0,0,0,1,5.9,5.9,99.8%,2019,7
22,Zach Ertz (ARI),2,6,38,19,24,1,0,0,0,0,0,1,5.8,5.8,92.6%,2019,7
23,Jack Doyle (FA),3,5,21,7,19,0,0,0,0,0,0,1,5.1,5.1,2.2%,2019,7
24,Jacob Hollister (LV),3,6,20,6.7,9,0,0,0,0,0,0,1,5,5,0.0%,2019,7
25,Benjamin Watson (FA),3,5,18,6,10,0,0,0,0,0,0,1,4.8,4.8,2.8%,2019,7
26,Darren Fells (FA),2,2,27,13.5,19,0,0,0,0,0,0,1,4.7,4.7,0.0%,2019,7
27,Dawson Knox (BUF),2,5,22,11,20,1,0,0,0,0,0,1,4.2,4.2,88.8%,2019,7
28,Derek Carrier (FA),2,4,22,11,17,0,0,0,0,0,0,1,4.2,4.2,0.0%,2019,7
29,Anthony Firkser (ATL),1,1,27,27,27,1,0,0,0,0,0,1,3.7,3.7,0.7%,2019,7
30,Jordan Akins (NYG),2,2,17,8.5,11,0,0,0,0,0,0,1,3.7,3.7,0.3%,2019,7
31,Jeremy Sprinkle (DAL),2,2,13,6.5,13,0,0,0,0,0,0,1,3.3,3.3,0.1%,2019,7
32,Trey Burton (FA),2,4,11,5.5,8,0,0,0,0,0,0,1,3.1,3.1,0.0%,2019,7
33,Tyler Eifert (FA),2,2,10,5,6,0,0,0,0,0,0,1,3,3,0.0%,2019,7
34,Nick Boyle (BAL),1,1,20,20,20,1,0,0,0,0,0,1,3,3,0.2%,2019,7
35,Charles Clay (FA),1,2,12,12,12,0,0,0,0,0,0,1,2.2,2.2,0.0%,2019,7
36,Hayden Hurst (CIN),1,2,10,10,10,0,0,0,0,0,0,1,2,2,6.9%,2019,7
37,Lee Smith (FA),1,1,9,9,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,2019,7
38,Virgil Green (FA),1,1,9,9,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,2019,7
39,Tyler Higbee (LAR),1,1,8,8,8,0,0,0,0,0,0,1,1.8,1.8,61.6%,2019,7
40,Noah Fant (SEA),1,5,7,7,7,0,0,0,0,0,0,1,1.7,1.7,86.3%,2019,7
41,Jesse James (FA),1,4,7,7,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,2019,7
42,Evan Engram (JAC),1,5,6,6,6,0,0,0,0,0,0,1,1.6,1.6,27.1%,2019,7
43,Maxx Williams (ARI),1,1,5,5,5,0,0,0,0,0,0,1,1.5,1.5,0.7%,2019,7
44,Drew Sample (CIN),1,1,3,3,3,0,0,0,0,0,0,1,1.3,1.3,0.2%,2019,7
45,Ross Dwelley (SF),1,3,2,2,2,0,0,0,0,0,0,1,1.2,1.2,0.1%,2019,7
46,Levine Toilolo (FA),1,1,2,2,2,0,0,0,0,0,0,1,1.2,1.2,0.0%,2019,7
47,Eric Tomlinson (DEN),1,1,1,1,1,0,0,0,0,0,0,1,1.1,1.1,0.1%,2019,7
48,Ryan Griffin (CHI),1,2,1,1,1,0,0,0,0,0,0,1,1.1,1.1,0.1%,2019,7
85,Deon Yelder (ARI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,7
89,Tyler Conklin (NYJ),0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.1%,2019,7
90,Dalton Schultz (DAL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,96.2%,2019,7
97,Durham Smythe (MIA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019,7
99,Jaeden Graham (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,7
104,Matthew Orzech (LAR),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,7
109,Trevon Wesco (NYJ),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019,7
110,J.J. Arcega-Whiteside (PHI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019,7
116,Josh Oliver (BAL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019,7
122,Andrew Beck (DEN),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019,7
123,Hale Hentges (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,7
