Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Zach Ertz (ARI),12,14,91,7.6,12,0,1,0,0,0,0,1,27.1,27.1,92.6%,2019,12
2,George Kittle (SF),6,6,129,21.5,61,3,1,0,0,0,0,1,24.9,24.9,99.3%,2019,12
3,Jared Cook (FA),6,8,99,16.5,21,3,1,0,0,0,0,1,21.9,21.9,0.9%,2019,12
4,Kaden Smith (FA),5,6,17,3.4,11,0,1,0,0,0,0,1,12.7,12.7,0.1%,2019,12
5,Mike Gesicki (MIA),3,7,28,9.3,11,0,1,0,0,0,0,1,11.8,11.8,89.3%,2019,12
6,Logan Thomas (WAS),2,2,24,12,12,0,1,0,0,0,0,1,10.4,10.4,63.2%,2019,12
7,Ryan Griffin (CHI),3,3,13,4.3,12,0,1,0,0,0,0,1,10.3,10.3,0.1%,2019,12
8,Greg Olsen (FA),5,7,44,8.8,15,0,0,0,0,0,0,1,9.4,9.4,7.0%,2019,12
9,Eric Ebron (FA),4,5,44,11,14,0,0,0,0,0,0,1,8.4,8.4,0.2%,2019,12
10,Dallas Goedert (PHI),7,8,32,4.6,14,0,0,0,0,0,1,1,8.2,8.2,92.9%,2019,12
11,Nick O'Leary (FA),4,4,36,9,15,0,0,0,0,0,0,1,7.6,7.6,0.0%,2019,12
12,Darren Waller (LV),3,6,41,13.7,19,0,0,0,0,0,0,1,7.1,7.1,98.4%,2019,12
13,Tyler Higbee (LAR),5,6,20,4,7,0,0,0,0,0,0,1,7,7,61.6%,2019,12
14,Mark Andrews (BAL),2,3,45,22.5,38,1,0,0,0,0,0,1,6.5,6.5,99.8%,2019,12
15,Jaeden Graham (FA),1,2,53,53,53,1,0,0,0,0,0,1,6.3,6.3,0.0%,2019,12
16,Jack Doyle (FA),3,4,28,9.3,12,0,0,0,0,0,0,1,5.8,5.8,2.2%,2019,12
17,Jordan Akins (NYG),3,4,26,8.7,13,0,0,0,0,0,0,1,5.6,5.6,0.3%,2019,12
18,Blake Jarwin (FA),3,4,17,5.7,8,0,0,0,0,0,0,1,4.7,4.7,2.1%,2019,12
19,Noah Fant (SEA),3,5,14,4.7,16,0,0,0,0,0,0,1,4.4,4.4,86.3%,2019,12
20,Gerald Everett (LAC),2,2,23,11.5,15,0,0,0,0,0,0,1,4.3,4.3,21.9%,2019,12
21,Jacob Hollister (LV),2,4,22,11,21,1,0,0,0,0,0,1,4.2,4.2,0.0%,2019,12
22,Demetrius Harris (FA),2,2,20,10,12,0,0,0,0,0,0,1,4,4,0.0%,2019,12
23,Darren Fells (FA),1,2,24,24,24,1,0,0,0,0,0,1,3.4,3.4,0.0%,2019,12
24,Dawson Knox (BUF),2,2,11,5.5,6,0,0,0,0,0,0,1,3.1,3.1,88.8%,2019,12
25,MyCole Pruitt (FA),1,1,20,20,20,1,0,0,0,0,0,1,3,3,0.0%,2019,12
26,Ben Braunecker (FA),2,4,9,4.5,5,0,0,0,0,0,0,1,2.9,2.9,0.0%,2019,12
27,Robert Tonyan (GB),2,2,8,4,5,0,0,0,0,0,0,1,2.8,2.8,46.6%,2019,12
28,Andrew Beck (DEN),1,1,18,18,18,0,0,0,0,0,0,1,2.8,2.8,0.1%,2019,12
29,Tyler Kroft (NYJ),1,1,14,14,14,0,0,0,0,0,0,1,2.4,2.4,0.0%,2019,12
30,Josh Hill (FA),1,1,12,12,12,0,0,0,0,0,0,1,2.2,2.2,0.0%,2019,12
31,O.J. Howard (BUF),1,2,10,10,10,0,0,0,0,0,0,1,2,2,3.6%,2019,12
32,Scott Simonson (FA),1,1,10,10,10,0,0,0,0,0,0,1,2,2,0.0%,2019,12
33,Stephen Carlson (FA),1,1,8,8,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,2019,12
34,Tyler Eifert (FA),1,1,7,7,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,2019,12
35,Nick Boyle (BAL),1,1,7,7,7,0,0,0,0,0,0,1,1.7,1.7,0.2%,2019,12
36,Jesse James (FA),1,1,7,7,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,2019,12
37,Jimmy Graham (FA),1,2,7,7,7,0,0,0,0,0,0,1,1.7,1.7,0.6%,2019,12
38,Jason Witten (FA),1,4,5,5,5,0,0,0,0,0,0,1,1.5,1.5,0.1%,2019,12
39,Matt LaCosse (FA),1,1,5,5,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,2019,12
40,Jeremy Sprinkle (DAL),1,2,4,4,4,0,0,0,0,0,0,1,1.4,1.4,0.1%,2019,12
41,Jesper Horsted (CHI),1,1,4,4,4,0,0,0,0,0,0,1,1.4,1.4,0.1%,2019,12
42,Ian Thomas (CAR),1,2,4,4,4,0,0,0,0,0,0,1,1.4,1.4,0.2%,2019,12
43,Foster Moreau (LV),1,1,3,3,3,0,0,0,0,0,0,1,1.3,1.3,0.9%,2019,12
44,Vance McDonald (FA),1,1,1,1,1,0,0,0,0,0,0,1,1.1,1.1,0.0%,2019,12
45,Jonnu Smith (NE),0,0,0,0,0,0,0,1,4,0,0,1,0.4,0.4,1.7%,2019,12
81,Tanner Hudson (SF),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,12
86,Ross Dwelley (SF),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019,12
90,Troy Fumagalli (NE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,12
92,Hayden Hurst (CIN),0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.9%,2019,12
93,Dalton Schultz (DAL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,96.2%,2019,12
94,Jordan Thomas (DET),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,12
97,Durham Smythe (MIA),0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019,12
102,Matthew Orzech (LAR),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,12
104,Charles Jones (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,12
107,Hale Hentges (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,12
109,J.J. Arcega-Whiteside (PHI),2,5,43,21.5,30,1,0,0,0,0,0,1,0,0,0.1%,2019,12
111,T.J. Hockenson (DET),0,2,0,0,0,0,0,0,0,0,0,1,0,0,94.4%,2019,12
116,Trevon Wesco (NYJ),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019,12
119,Isaac Nauta (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,12
195,Lee Smith (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,12
199,Luke Stocker (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,12
202,Jordan Matthews (SF),3,6,27,9,10,0,0,0,0,0,0,1,0,0,0.0%,2019,12
204,Derek Carrier (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,12
205,Garrett Celek (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,12
210,Benjamin Watson (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.8%,2019,12
212,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0%,2019,12
216,Marcedes Lewis (GB),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6%,2019,12
217,Taysom Hill (NO),1,1,0,0,0,0,0,0,0,0,0,1,0,0,2.7%,2019,12
218,J.P. Holtz (NO),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,12
220,Zach Wood (NO),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,12
222,Daniel Brown (NYJ),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,12
