Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Austin Hooper (TEN),9,11,130,14.4,28,2,0,0,0,0,0,1,22,22,11.1%,2019,4
2,Will Dissly (SEA),7,8,57,8.1,17,0,1,0,0,0,0,1,18.7,18.7,0.3%,2019,4
3,Jimmy Graham (FA),6,9,61,10.2,15,0,1,0,0,0,0,1,18.1,18.1,0.6%,2019,4
4,Ricky Seals-Jones (NYG),3,3,82,27.3,59,1,1,0,0,0,0,1,17.2,17.2,8.9%,2019,4
5,Travis Kelce (KC),7,8,85,12.1,18,0,0,0,0,0,0,1,15.5,15.5,99.9%,2019,4
6,Gerald Everett (LAC),5,8,44,8.8,15,0,1,0,0,0,0,1,15.4,15.4,21.9%,2019,4
7,Zach Ertz (ARI),7,8,65,9.3,14,0,0,0,0,0,0,1,13.5,13.5,92.6%,2019,4
8,Mark Andrews (BAL),4,8,31,7.8,11,0,1,0,0,0,0,1,13.1,13.1,99.8%,2019,4
9,Cameron Brate (TB),3,3,36,12,13,0,1,0,0,0,0,1,12.6,12.6,1.9%,2019,4
10,Darren Waller (LV),7,8,53,7.6,17,0,0,0,0,0,0,1,12.3,12.3,98.4%,2019,4
11,Jack Doyle (FA),4,8,22,5.5,8,0,1,0,0,0,0,1,12.2,12.2,2.2%,2019,4
12,Foster Moreau (LV),3,3,30,10,18,0,1,0,0,0,0,1,12,12,0.9%,2019,4
13,Eric Ebron (FA),1,5,48,48,48,1,1,0,0,0,0,1,11.8,11.8,0.2%,2019,4
14,T.J. Hockenson (DET),3,3,27,9,13,0,1,0,0,0,0,1,11.7,11.7,94.4%,2019,4
15,Noah Fant (SEA),2,4,31,15.5,25,1,1,0,0,0,0,1,11.1,11.1,86.3%,2019,4
16,Dallas Goedert (PHI),2,3,16,8,13,0,1,0,0,0,0,1,9.6,9.6,92.9%,2019,4
17,Evan Engram (JAC),4,7,54,13.5,31,1,0,0,0,0,0,1,9.4,9.4,27.1%,2019,4
18,Dawson Knox (BUF),3,3,58,19.3,21,1,0,0,0,0,0,1,8.8,8.8,88.8%,2019,4
19,James O'Shaughnessy (CHI),1,4,18,18,18,0,1,0,0,0,0,1,8.8,8.8,0.2%,2019,4
20,Tyler Higbee (LAR),4,7,41,10.3,13,0,0,0,0,0,0,1,8.1,8.1,61.6%,2019,4
21,Blake Jarwin (FA),3,3,49,16.3,35,1,0,0,0,0,0,1,7.9,7.9,2.1%,2019,4
22,Jason Witten (FA),4,4,50,12.5,16,0,0,0,0,0,1,1,7,7,0.1%,2019,4
23,O.J. Howard (BUF),3,3,33,11,14,0,0,0,0,0,0,1,6.3,6.3,3.6%,2019,4
24,Deon Yelder (ARI),2,2,43,21.5,24,1,0,0,0,0,0,1,6.3,6.3,0.0%,2019,4
25,Hayden Hurst (CIN),2,2,39,19.5,29,1,0,0,0,0,0,1,5.9,5.9,6.9%,2019,4
26,Josh Hill (FA),3,4,29,9.7,20,1,0,0,0,0,0,1,5.9,5.9,0.0%,2019,4
27,Lance Kendricks (FA),2,3,37,18.5,24,1,0,0,0,0,0,1,5.7,5.7,0.0%,2019,4
28,Logan Thomas (WAS),3,3,25,8.3,12,0,0,0,0,0,0,1,5.5,5.5,63.2%,2019,4
29,Rhett Ellison (FA),3,4,24,8,22,1,0,0,0,0,0,1,5.4,5.4,0.0%,2019,4
30,Jared Cook (FA),3,6,21,7,9,0,0,0,0,0,0,1,5.1,5.1,0.9%,2019,4
31,Jordan Akins (NYG),3,4,21,7,10,0,0,0,0,0,0,1,5.1,5.1,0.3%,2019,4
32,Nick Vannett (NO),2,2,28,14,17,0,0,0,0,0,0,1,4.8,4.8,0.1%,2019,4
33,Geoff Swaim (TEN),3,4,17,5.7,9,0,0,0,0,0,0,1,4.7,4.7,0.2%,2019,4
34,Tyler Eifert (FA),2,5,27,13.5,14,0,0,0,0,0,0,1,4.7,4.7,0.0%,2019,4
35,Luke Willson (FA),2,2,26,13,17,0,0,0,0,0,0,1,4.6,4.6,0.0%,2019,4
36,Marcedes Lewis (GB),2,2,19,9.5,10,0,0,0,0,0,0,1,3.9,3.9,0.6%,2019,4
37,Trey Burton (FA),2,4,16,8,11,0,0,0,0,0,0,1,3.6,3.6,0.0%,2019,4
38,Adam Shaheen (MIA),2,2,13,6.5,8,0,0,0,0,0,0,1,3.3,3.3,0.1%,2019,4
39,Maxx Williams (ARI),1,1,21,21,21,1,0,0,0,0,0,1,3.1,3.1,0.7%,2019,4
40,Jeremy Sprinkle (DAL),1,3,20,20,20,1,0,0,0,0,0,1,3,3,0.1%,2019,4
41,Pharaoh Brown (HOU),1,1,18,18,18,0,0,0,0,0,0,1,2.8,2.8,0.2%,2019,4
42,Greg Olsen (FA),2,4,5,2.5,3,0,0,0,0,0,0,1,2.5,2.5,7.0%,2019,4
43,Sean Culkin (FA),1,1,12,12,12,0,0,0,0,0,0,1,2.2,2.2,0.0%,2019,4
44,Kyle Rudolph (FA),1,1,12,12,12,0,0,0,0,0,0,1,2.2,2.2,0.1%,2019,4
45,Darren Fells (FA),1,1,12,12,12,0,0,0,0,0,0,1,2.2,2.2,0.0%,2019,4
46,Robert Tonyan (GB),1,1,11,11,11,0,0,0,0,0,0,1,2.1,2.1,46.6%,2019,4
47,Nick Boyle (BAL),1,1,9,9,9,0,0,0,0,0,0,1,1.9,1.9,0.2%,2019,4
48,Nick O'Leary (FA),1,1,9,9,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,2019,4
49,J.P. Holtz (NO),1,1,7,7,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,2019,4
50,Vernon Davis (FA),1,4,5,5,5,0,0,0,0,0,0,1,1.5,1.5,1.6%,2019,4
51,Jonnu Smith (NE),1,1,5,5,5,0,0,0,0,0,0,1,1.5,1.5,1.7%,2019,4
52,Irv Smith Jr. (MIN),1,1,5,5,5,0,0,0,0,0,0,1,1.5,1.5,62.0%,2019,4
53,Delanie Walker (FA),1,2,4,4,4,0,0,0,0,0,0,1,1.4,1.4,0.1%,2019,4
54,Charles Clay (FA),1,2,3,3,3,0,0,0,0,0,0,1,1.3,1.3,0.0%,2019,4
94,Garrett Dickerson (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,4
96,Mike Gesicki (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,89.3%,2019,4
98,Dalton Schultz (DAL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,96.2%,2019,4
99,Ian Thomas (CAR),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2%,2019,4
100,Tyler Conklin (NYJ),0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.1%,2019,4
103,Durham Smythe (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019,4
104,Ryan Izzo (TEN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,4
105,Jaeden Graham (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,4
109,Matthew Orzech (LAR),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,4
