Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
18,Adam Shaheen (MIA),3,4,34,11.3,21,1,0,0,0,0,0,1,4.9,4.9,0.0%,2021,10
24,Adam Shaheen (MIA),4,5,23,5.8,7,0,0,0,0,0,0,1,4.3,4.3,0.0%,2021,7
42,Adam Shaheen (MIA),2,2,15,7.5,10,0,0,0,0,0,0,1,2.5,2.5,0.0%,2021,5
35,Adam Shaheen (MIA),1,1,19,19,19,0,0,0,0,0,0,1,2.4,2.4,0.0%,2021,11
42,Adam Shaheen (MIA),1,2,11,11,11,0,0,0,0,0,0,1,1.6,1.6,0.0%,2021,9
44,Adam Shaheen (MIA),1,1,8,8,8,0,0,0,0,0,0,1,1.3,1.3,0.0%,2021,8
72,Adam Shaheen (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,2
69,Adam Shaheen (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,3
73,Adam Shaheen (MIA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,4
4,Adam Trautman (NO),5,8,58,11.6,19,0,1,0,0,0,0,1,14.3,14.3,0.4%,2021,11
13,Adam Trautman (NO),1,1,18,18,18,0,1,0,0,0,0,1,8.3,8.3,0.4%,2021,18
21,Adam Trautman (NO),4,7,47,11.8,25,1,0,0,0,0,0,1,6.7,6.7,0.4%,2021,9
17,Adam Trautman (NO),5,6,32,6.4,8,0,0,0,0,0,0,1,5.7,5.7,0.4%,2021,10
23,Adam Trautman (NO),2,2,43,21.5,32,2,0,0,0,0,0,1,5.3,5.3,0.4%,2021,5
36,Adam Trautman (NO),3,6,18,6,8,0,0,0,0,0,0,1,3.3,3.3,0.4%,2021,1
29,Adam Trautman (NO),3,3,36,12,15,0,0,0,0,0,1,1,3.1,3.1,0.4%,2021,7
42,Adam Trautman (NO),2,6,4,2,5,0,0,0,0,0,0,1,1.4,1.4,0.4%,2021,8
53,Adam Trautman (NO),1,2,4,4,4,0,0,0,0,0,0,1,0.9,0.9,0.4%,2021,15
56,Adam Trautman (NO),1,1,3,3,3,0,0,0,0,0,0,1,0.8,0.8,0.4%,2021,4
54,Adam Trautman (NO),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.4%,2021,3
4,Albert Okwuegbunam (DEN),5,5,41,8.2,16,0,1,0,0,0,0,1,12.6,12.6,6.1%,2021,14
10,Albert Okwuegbunam (DEN),3,3,77,25.7,64,4,0,0,0,0,0,1,9.2,9.2,6.1%,2021,10
16,Albert Okwuegbunam (DEN),3,4,58,19.3,24,2,0,0,0,0,0,1,7.3,7.3,6.1%,2021,15
19,Albert Okwuegbunam (DEN),3,3,16,5.3,6,0,1,0,0,0,1,1,7.1,7.1,6.1%,2021,1
20,Albert Okwuegbunam (DEN),3,3,34,11.3,19,0,0,0,0,0,0,1,4.9,4.9,6.1%,2021,8
26,Albert Okwuegbunam (DEN),4,5,25,6.3,17,0,0,0,0,0,0,1,4.5,4.5,6.1%,2021,9
24,Albert Okwuegbunam (DEN),4,4,24,6,14,0,0,0,0,0,0,1,4.4,4.4,6.1%,2021,2
25,Albert Okwuegbunam (DEN),3,4,21,7,10,0,0,0,0,0,0,1,3.6,3.6,6.1%,2021,13
39,Albert Okwuegbunam (DEN),1,2,12,12,12,0,0,0,0,0,0,1,1.7,1.7,6.1%,2021,12
42,Albert Okwuegbunam (DEN),1,2,11,11,11,0,0,0,0,0,0,1,1.6,1.6,6.1%,2021,4
38,Albert Okwuegbunam (DEN),2,2,5,2.5,6,0,0,0,0,0,0,1,1.5,1.5,6.1%,2021,17
44,Albert Okwuegbunam (DEN),1,1,6,6,6,0,0,0,0,0,0,1,1.1,1.1,6.1%,2021,3
60,Albert Okwuegbunam (DEN),0,2,0,0,0,0,0,0,0,0,0,1,0,0,6.1%,2021,16
60,Albert Okwuegbunam (DEN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.1%,2021,18
69,Andrew Beck (DEN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,15
64,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,1
73,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,5
65,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,8
59,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,9
63,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021,10
5,Anthony Firkser (ATL),4,4,56,14,24,1,1,0,0,0,0,1,13.6,13.6,0.0%,2021,18
7,Anthony Firkser (ATL),3,3,24,8,15,0,1,0,0,0,0,1,9.9,9.9,0.0%,2021,17
21,Anthony Firkser (ATL),4,5,34,8.5,11,0,0,0,0,0,0,1,5.4,5.4,0.0%,2021,14
22,Anthony Firkser (ATL),5,7,26,5.2,7,0,0,0,0,0,0,1,5.1,5.1,0.0%,2021,11
24,Anthony Firkser (ATL),3,4,33,11,14,0,0,0,0,0,0,1,4.8,4.8,0.0%,2021,5
30,Anthony Firkser (ATL),3,5,23,7.7,10,0,0,0,0,0,0,1,3.8,3.8,0.0%,2021,4
35,Anthony Firkser (ATL),3,4,19,6.3,11,0,0,0,0,0,0,1,3.4,3.4,0.0%,2021,1
